Project ID,Scheme,Submission Year,Commencement Year,Administering Organisation,State/ Territory,Investigators,Project Title,National/Community Benefit,Primary FoR/RFCD,Primary FoR/RFCD Description,Funding Award,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
DP120100551,DP,2011,2012,Queensland University of Technology,Qld,Em/Prof Donald Leon Sean McElwain; Dr Ruth Elizabeth Baker; A/Prof David  Leavesley; Dr Matthew Joseph Simpson,Modelling cell invasion incorporating the epithelial to mesenchymal transition: Exploring therapies to control wound healing and cancer progression,"Cancer and wounds are closely related, commonly lethal, diseases. Both require cell growth and invasion. This project will apply experimental measurements to create new mathematical models of cancer and wounds; models that will inform new targets and strategies for the treatment of these deadly diseases.",0102,APPLIED MATHEMATICS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120100582,DP,2011,2012,The University of Adelaide,SA,Dr Kate Louise Wegener; Prof David Frederick Callen; Prof Andrew David Abell; Prof Mark Howard Ginsberg,Defining peptide structure and function: the shape of things to come,"In this project we develop new and general ways of chemically defining the structure and function of natural peptides. This then provides a basis of potential therapies to treat a number of diseases currently confronting Australia's aging population, for example, cataract, Alzheimer's disease, cancer, and cardiovascular disease.",0305,ORGANIC CHEMISTRY,"$355,000",,,,,,,,,,,"$125,000","$110,000","$120,000",,,,
DP120100583,DP,2011,2012,Monash University,Vic,Prof Mark Arthur Richards; A/Prof Tuck Wah  Ng; Dr Jing  Fu; Dr Oi Wah  Liew,Investigation of capillarity and photonics for inexpensive and accurate electrophoresis instrumentation,Capillary electrophoresis promises sensitive detection of specific proteins in blood which can be correlated to heart diseases. This project aims to research new ways to do this simply and cheaply so that tests can be done at rural places to derive maximum benefit from fast online medical consultation without setting up costly laboratories.,0915,INTERDISCIPLINARY ENGINEERING,"$340,000",,,,,,,,,,,"$120,000","$110,000","$110,000",,,,
DP120100782,DP,2011,2012,The University of Melbourne,Vic,Dr Paul Stephen Donnelly,Copper complexes for the diagnostic imaging of Alzheimer's disease,This research will develop new chemistry to produce new imaging agents for earlier and more accurate diagnosis of Alzheimer's disease.,0302,INORGANIC CHEMISTRY,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120100872,DP,2011,2012,The Australian National University,ACT,Prof Richard John Debus; A/Prof Warwick  Hillier; Prof Justine  Roth,The mechanism of photosynthetic water oxidation,"Photosynthesis reactions capture sunlight and provide energy for the biosphere, while generating atmospheric oxygen. This project will unravel the chemical secret of oxygen production and provide a future blueprint for biocatalysts, which are required to generate renewable molecular fuels.",0607,PLANT BIOLOGY,"$330,000",,,,,,,,,,,"$120,000","$110,000","$100,000",,,,
DP120100920,DP,2011,2012,Macquarie University,NSW,A/Prof Andrew Mark Allen; A/Prof Ann Kathleen Goodchild; Dr Simon  McMullan,Mapping the connectome that controls blood pressure,"The connections that an individual brain cell receives from other cells ultimately determines its behaviour. Using a revolutionary new technique, the project will create a map of the brain cells that control blood pressure.",1109,NEUROSCIENCES,"$320,000",,,,,,,,,,,"$120,000","$110,000","$90,000",,,,
DP120100928,DP,2011,2012,Curtin University of Technology,WA,Dr Nikolai  Dokuchaev,Improving risk management based on short-term stochastic forecast for financial decisions,The project targets the problems of strategy selection in the framework of mathematical finance. The aim is to find ways to reduce the impact of forecast errors  in the presence of uncertainty. Related forecasting algorithms and solutions of optimization problems will be obtained.,0104,STATISTICS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120100946,DP,2011,2012,The University of Newcastle,NSW,Prof Keith Thomas Jones,The control of chromosome division during female meiosis,"Mammalian eggs are stored life-long and finally mature in the hours before ovulation. This project examines how the chromosomes in the egg are separated properly so as to produce a mature egg capable of being fertilized by a sperm. Often in eggs chromosome division is imprecisely executed, and this project will help us understand why this occurs.",0604,GENETICS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120100996,DP,2011,2012,The University of Newcastle,NSW,Dr Murray James Elder; Prof George Alver Willis,Theory and applications of symmetries of relational structures,"Relational structures underpin information science, and symmetries of the structures determine their behaviour. This project exploits the interplay between several distinct branches of mathematics concerned with symmetries of relational structures, and will lead to new understandings and breakthroughs of high theoretical interest.",0101,PURE MATHEMATICS,"$325,000",,,,,,,,,,,"$110,000","$110,000","$105,000",,,,
DP120101009,DP,2011,2012,The University of Queensland,Qld,Prof Russell Robert Boyce; Prof David John Mee; Mr Markus  Kuhn; Dr Hermann  Hald,Flow physics of porous wall fuel injection for scramjet combustion and drag reduction,"This project combines world-class Australian scramjet science with German advanced high temperature materials, exploring potentially transformational technology for satellite launch. Australia’s credentials in the international space arena will strengthen, contributing to assured access to the space-based applications upon which we heavily depend.",0901,AEROSPACE ENGINEERING,"$320,000",,,,,,,,,,,"$110,000","$110,000","$100,000",,,,
DP120101081,DP,2011,2012,The University of Melbourne,Vic,Dr David Ronald Wood; A/Prof Sanming  Zhou,Hadwiger's graph colouring conjecture,"Networks are a pervasive part of modern life. This project seeks to answer one of the deepest unsolved problems in the mathematics of networks, namely Hadwiger's Conjecture. This 65-year old problem suggests a sweeping generalisation of the famous map four-colour theorem, and is at the frontier of research in pure mathematics.",0101,PURE MATHEMATICS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120101104,DP,2011,2012,The University of Queensland,Qld,Dr Blake Malcolm McKimmie; Prof Regina  Schuller; Dr Barbara Michelle Masser; Prof Jane  Goodman-Delahunty,"Rape victims on trial: understanding police officers' and jurors' beliefs about sexual assault, victims, and perpetrators","This project will enhance justice in cases of sexual assault. This project will discover the extra-legal factors that influence how victims of sexual assault are viewed by police and jurors, and test two ways to reduce the influence of these misconceptions in the criminal justice system.",1701,PSYCHOLOGY,"$310,000",,,,,,,,,,,"$95,000","$110,000","$105,000",,,,
DP120101115,DP,2011,2012,University of South Australia,SA,Dr Krasimir Atanasov Vasilev; A/Prof Enzo  Lombi; Dr Kirk Gerald Scheckel; Dr Erica  Donner,A surface functionality based approach for the risk assessment of manufactured nanomaterials in the environment,"Manufactured nanoparticles are increasingly present in the environment yet their risk assessment is fraught with analytical challenges. This project will use customised nanoparticles with unique isotopic signatures and surface properties to circumvent key difficulties and support novel investigations into nanoparticle stability, fate and toxicity.",0502,ENVIRONMENTAL SCIENCE AND MANAGEMENT,"$350,000",,,,,,,,,,,"$130,000","$110,000","$110,000",,,,
DP120101172,DP,2011,2012,The University of Adelaide,SA,Prof Anton J van den Hengel; Dr Anthony Robert Dick,Learning to see in 3D,"The project aims to endow machine vision with an ability we, as humans, use almost constantly: to judge 3D properties from a 2D image. This extremely useful ability will be applied to digital images to obtain 3D measurements and aid in automating tasks such as mining, surveying, medical diagnosis, and visual effects in movies.",0801,ARTIFICIAL INTELLIGENCE AND IMAGE PROCESSING,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120101214,DP,2011,2012,The University of Queensland,Qld,Prof Marek Edward Bialkowski; Dr Amin M Abbosh,Portable microwave systems for imaging and monitoring of the human body,"The proposal focuses on the design and development of portable equipment which uses microwave techniques to detect brain and lungs abnormalities such as  stroke and pulmonary edema. The proposed equipment can be used by first response paramedical teams and in rural medical clinics, where access to traditional diagnostic tools is limited.",1005,COMMUNICATIONS TECHNOLOGIES,"$335,000",,,,,,,,,,,"$135,000","$110,000","$90,000",,,,
DP120101244,DP,2011,2012,The Australian National University,ACT,Prof Dale  Miller; A/Prof Rajeev Prabhakar Gore,Mechanised foundations of proof calculi,Commercial program verification tools based upon special-purpose logic-based proof calculi can now guarantee that large programs are free of specific bugs. But who verifies the proof-calculi? Our research will lead to tools to automatically verify proof-calculi and will eventually help to avoid costly post-construction debugging.,0802,COMPUTATION THEORY AND MATHEMATICS,"$360,000",,,,,,,,,,,"$140,000","$110,000","$110,000",,,,
DP120101282,DP,2011,2012,The University of Sydney,NSW,Prof Michael Garry Quinlan; Prof Philip  Bohle,"Precarious employment and health: new knowledge, new solutions","This study examines why insecure forms of employment, such as casual work and self-employment, are usually associated with poorer health than more secure employment. The aim is to identify causes of these adverse effects and to develop policy and practice interventions to minimise them.",1503,BUSINESS AND MANAGEMENT,"$345,000",,,,,,,,,,,"$145,000","$110,000","$90,000",,,,
DP120101427,DP,2011,2012,The Australian National University,ACT,A/Prof Patricia Ruth Backwell,Fiddling while home burns: climate change and fiddler crabs,"Climate change is already affecting many Australian animals, including fiddler crabs. This project will use extensive knowledge of fiddler crab biology to determine whether they can behaviourally compensate for the rapid changes that are occurring by using experiments and observations conducted under natural conditions in the mangroves of Darwin harbour.",0602,ECOLOGY,"$340,000",,,,,,,,,,,"$120,000","$110,000","$110,000",,,,
DP120101467,DP,2011,2012,The University of Melbourne,Vic,Prof Manoochehr M Koochesfahani; Dr Kapil  Chauhan; Asst Prof Christopher Michael White; Prof Joseph Charles Klewicki,Advancing a first-principles basis for the prediction and manipulation of turbulent wall-flow transport,This project aims to advance the design of energy efficient and environmentally friendly processes and devices by developing analysis tools that tell us how to predict and control the heat and momentum transport caused by turbulent flow near a solid surface.  The expected outcomes are ways to accomplish these aims via the direct use of the basic physical laws.,0915,INTERDISCIPLINARY ENGINEERING,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120101549,DP,2011,2012,The University of Melbourne,Vic,Prof William M McEneaney; Dr Peter Maxwell Dower,Efficient computational methods for worst-case analysis and optimal control of nonlinear dynamical systems,Natural and technological systems can exhibit extremely complicated behaviour in worst-case scenarios. This project will develop efficient mathematical and computational tools that will enable this behaviour to be understood and controlled.,0102,APPLIED MATHEMATICS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120101603,DP,2011,2012,The Australian National University,ACT,Dr Oula  Ghannoum; Dr Spencer M Whitney,Rubisco for all climates: unlocking the enzyme's structure-function relations for more efficient photosynthesis,"This projects biotechnological research will identify structural features in the carbon dioxide (CO2)-capturing enzyme from plants that improve its performance, particularly at warmer temperatures. This knowledge is vital for predicting the influence of climate change on crop productivity and paving the way for supercharging photosynthesis to boost crop performance.",0601,BIOCHEMISTRY AND CELL BIOLOGY,"$330,000",,,,,,,,,,,"$120,000","$110,000","$100,000",,,,
DP120101703,DP,2011,2012,Monash University,Vic,Prof David Louis Adelson; Prof Hamish Steele Scott; A/Prof Moira Kathleen O'Bryan,"HEN1 is a regulator of piRNA metabolism, transcriptional regulation and mammalian male fertility","This project is to define the biochemistry of a previously uncharacterized protein in male fertility using a unique mouse model and innovative DNA and protein technologies. This project will define a novel, and essential, pathway for male fertility and may ultimately have relevance to the maintenance of health or improving fertility.",0604,GENETICS,"$344,000",,,,,,,,,,,"$124,000","$110,000","$110,000",,,,
DP120101830,DP,2011,2012,The University of Melbourne,Vic,A/Prof Chris  Manzie; A/Prof Michael John Brear; Dr William Hume Moase,Optimising flex fuel engine performance,This project will enable alternative fuels to be used optimally in engines for transport and distributed electricity generation. This will benefit Australian industry through better engine control technology and the Australian public through reduced emissions and cost in running engines using natural gas or LPG.,0102,APPLIED MATHEMATICS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120101942,DP,2011,2012,The University of Melbourne,Vic,Dr Alexandru  Ghitza; Prof Arun  Ram,Coset spaces and Hecke algebra actions,This project will develop fundamental models and their mechanics as tools for studying subtle geometry and hidden symmetry in number systems and systems of equations.  These powerful new models will provide an elementary and tractable approach for exploiting patterns that are naturally embedded in complex systems.,0101,PURE MATHEMATICS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120102225,DP,2011,2012,University of Wollongong,NSW,Prof Peter Leslie Dutton; Dr Klaudia Katarzyna Wagner; Dr Pawel  Wagner; Prof David Leslie Officer; Prof Keith Christopher Gordon,"Artificial photosynthesis: developing a simple, functional light harvesting porphyrin-protein ensemble","Inspired by photosynthesis, in this project we will fabricate a light driven reaction centre using an array of artificial chlorophylls or porphyrins integrated into a synthetic protein.  This centre has the potential to be used as a photocatalyst to, for example, split water into hydrogen and oxygen or be the active component of a solar cell.",0305,ORGANIC CHEMISTRY,"$350,000",,,,,,,,,,,"$130,000","$110,000","$110,000",,,,
DP120102325,DP,2011,2012,Curtin University of Technology,WA,Prof San Ping  Jiang; Prof Roland  De Marco,New mesoporous materials for use in high temperature proton exchange fuel cell membranes,A novel high temperature proton exchange membrane based on heteropolyacid (HPA) functionalised mesoporous silica will be developed. This research into the fundamental materials science of novel proton exchange membranes is expected to impact significantly on the advancement and commercialisation of portable fuel cell devices.,0912,MATERIALS ENGINEERING,"$420,000",,,,,,,,,,,"$200,000","$110,000","$110,000",,,,
DP120102415,DP,2011,2012,The University of Queensland,Qld,Dr Alexandra Sara Grutter; Dr Redouan  Bshary; Dr Elizabeth McHenry Potter Madin; Dr Mark Gregory Meekan; Prof Robert R Warner,What happens to coral reefs without cleaner fish?,"Marine 'mosquitoes' regularly attack coral reef fish, but are controlled by parasite-eating cleaner fish. Cleaners positively affect reef communities in many ways and this is disproportionate to their tiny size and low density. Their removal for aquarium trades may have staggering effects on reefs. The project will determine how cleaners cause such effects.",0602,ECOLOGY,"$340,000",,,,,,,,,,,"$120,000","$110,000","$110,000",,,,
DP120102462,DP,2011,2012,The Australian National University,ACT,Dr Benjamin Hardwick Andrews,Heat equations:  geometric methods and applications,"This project will continue the development of a highly successful set of analytic and geometric tools to understand heat-type partial differential equations, with applications in physics, geometry, analysis and image processing. These new mathematical tools have already yielded the resolution of important conjectures in spectral geometry.",0101,PURE MATHEMATICS,"$340,000",,,,,,,,,,,"$120,000","$110,000","$110,000",,,,
DP120102489,DP,2011,2012,The University of New South Wales,NSW,Prof Ron  van der Meyden; Dr Kaile  Su,Symbolic synthesis of knowledge-based program implementations,"Systems with concurrent streams of activity are ubiquitous in computer hardware and software designs, but are conceptually complex, and fraught with faults and inefficiency. The project aims to address these difficulties by automating aspects of system design, to relieve the designer of the need to reason about complex patterns of information flow.",0802,COMPUTATION THEORY AND MATHEMATICS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120102559,DP,2011,2012,The University of Sydney,NSW,A/Prof Timothy  Schmidt; Dr Michael C McCarthy; Prof John F Stanton; Prof Scott Henderson Kable,Double resonance spectroscopy for astrochemistry,"We will use advanced laser techniques to probe simulated astrophysical environments with a view to identifying molecules in space. The types of molecules under study are also of direct relevance to other fields such as combustion, and will reveal details of the chemistry of pollution and atmospheres.",0306,PHYSICAL CHEMISTRY (INCL. STRUCTURAL),"$360,000",,,,,,,,,,,"$140,000","$110,000","$110,000",,,,
DP120102694,DP,2011,2012,La Trobe University,Vic,Dr Kim Marilyn Plummer; Dr Nicole Louise van der Weerden; Prof Marilyn Anne Anderson; Dr Mark Darren Hulett,Identification of the molecular targets on filamentous fungi that lead to specific recognition and killing by an antifungal plant defensin,Tobacco flowers naturally produce potent antifungal molecules for protection against disease.  The purpose of this project is to understand why these molecules are so toxic to fungal pathogens with a view to using them for control of fungal diseases in crops and humans.,0601,BIOCHEMISTRY AND CELL BIOLOGY,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120102762,DP,2011,2012,The University of New South Wales,NSW,Dr Ehab Hamed Hamed; Prof Stephen James Foster,Nonlinear long-term behaviour and analysis of high strength concrete panels,"This project investigates the nonlinear long-term response of high-strength concrete panels. As these panels find widespread use in many civil and industrial engineering applications, the outcomes of this project will enhance the understanding of their long-term behaviour and will provide a theoretical basis for their analysis and design.",0905,CIVIL ENGINEERING,"$310,000",,,,,,,,,,,"$110,000","$110,000","$90,000",,,,
DP120102763,DP,2011,2012,The University of Melbourne,Vic,Dr Daniel Martin Hatters; A/Prof Anthony John Hannan; Dr Leonie Majella Quinn,Deciphering the cellular defences against aggregating proteins in human disease,"Cells have inbuilt defences for coping with proteins that bend into abnormal sticky shapes that form toxic clusters. In many diseases, including Huntington's, the clusters severely damage nerve cells.  This project will identify the genes and mechanisms cells use to protect themselves from toxic clusters, which could provide new therapeutic targets.",0601,BIOCHEMISTRY AND CELL BIOLOGY,"$345,000",,,,,,,,,,,"$125,000","$110,000","$110,000",,,,
DP120102780,DP,2011,2012,The University of Sydney,NSW,Prof Robyn Lynette Overall; Dr Penelope Mary Collina Smith; Dr Michael K Udvardi; Prof Philip Simon Poole,Nutrient transfer across symbiotic membranes in soybean,"Legume plants interact with soil bacteria that fix nitrogen from the air to obtain nitrogen required for growth, reducing their use of fertilisers. Understanding how nutrients are exchanged between bacteria and legumes may improve the efficiency of this process. This would make legumes a more valuable component of sustainable agricultural systems.",0607,PLANT BIOLOGY,"$340,000",,,,,,,,,,,"$120,000","$110,000","$110,000",,,,
DP120102786,DP,2011,2012,"University of Technology, Sydney",NSW,Prof Gamini  Dissanayake; Dr Shoudong  Huang,Development of globally optimal solutions to simultaneous localisation and mapping for robot navigation,Building robots that can operate on their own is one of the potentially transformational technologies of this century. This project will develop algorithms that are well understood and robust to allow the deployment of robots in environments populated with people and in search and rescue operations where global positioning system is not available.,0801,ARTIFICIAL INTELLIGENCE AND IMAGE PROCESSING,"$320,000",,,,,,,,,,,"$100,000","$110,000","$110,000",,,,
DP120102829,DP,2011,2012,The University of Queensland,Qld,A/Prof Shazia  Sadiq; Prof Xiaofang  Zhou,Detection of location significance from quality enhanced trajectory data,"This project aims to develop effective and efficient methods to utilise large scale Global Positioning System, route and location data to provide individuals, business, government and social groups, the ability to assess the relative significance of locations and associated services, for use in applications such as transportation, logistics, public safety, tourism and utilities.",0806,INFORMATION SYSTEMS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120102849,DP,2011,2012,The University of Sydney,NSW,Prof Maria  Byrne; Dr Jean Yee Hwa Yang; Prof Gregory Allan Wray,Heads or tails - which did echinoderms lose in the evolution of radial symmetry?,"Echinoderms, despite their unusual radial body plan, are closely related to chordates, but it is not known how this plan evolved.  This project uses gene expression studies with uniquely suited Australian species to identify genes involved in radial body plan development and generate insights into origins of chordates and the vertebrate  central nervous system (CNS).",0604,GENETICS,"$340,000",,,,,,,,,,,"$120,000","$110,000","$110,000",,,,
DP120102870,DP,2011,2012,The University of Western Australia,WA,Prof Charles Simon Bond; Prof Ian David Small; Prof Alice  Barkan,Deciphering a protein code for recognising Ribonucleic acid (RNA) targets,This project will decipher the protein code employed by a large family of plant proteins for the specific recognition of RNA sequences. This knowledge will be immediately helpful for designing a new generation of biotechnological tools for the agricultural and biomedical sciences.,0607,PLANT BIOLOGY,"$330,000",,,,,,,,,,,"$120,000","$110,000","$100,000",,,,
DP120102902,DP,2011,2012,The University of Melbourne,Vic,Prof Philippa Eleanor Pattison; Prof Murray  Aitkin; Prof Brian  Francis,New  models and analyses for social networks and criminological careers,"This project will develop new models and analyses for social networks and criminological careers. This will provide a fast analysis for very large and complex social networks, and for the evolution of criminal careers over time. A particular strength will be the ability to detect outlying participants from the main structure.",0104,STATISTICS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120103003,DP,2011,2012,Monash University,Vic,Dr Asadul  Haque; Dr Sing-Ki Xavier Choi; Dr Daniel Ricardo Viete; A/Prof David William Airey; A/Prof Pathegama Gamage Ranjith,Geological sequestration of carbon dioxide in deep saline aquifers: coupled flow-mechanical considerations,"Deep saline aquifers have been routinely proposed as sites for long-term, large-scale storage of carbon dioxide (CO2) emissions, as an option to assist the abatement of global warming. This project investigates expected engineering behaviour of deep saline aquifer reservoirs and their stability following CO2 sequestration.",0914,RESOURCES ENGINEERING AND EXTRACTIVE METALLURGY,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120103010,DP,2011,2012,Monash University,Vic,Dr Paul James Sunnucks; Dr Bob Bern Ming Wong; Prof Jennifer Ann Davis; Dr Ross Michael Thompson,How arid zone wetlands persist: linking ecological dynamics with hydrological regimes,"This project will investigate how aquatic food webs assemble and persist in mound springs, relict streams and river pools in the Australian arid zone. Knowing how aquatic systems respond to wet and dry phases is the first step towards ‘climate proofing ’ these systems against future extreme events.",0602,ECOLOGY,"$330,000",,,,,,,,,,,"$120,000","$110,000","$100,000",,,,
DP120103054,DP,2011,2012,Monash University,Vic,Prof Greg J. Bamber; Prof Julian  Teicher; Dr Brian Kingsley Cooper; Prof Bernadine  Van Gramberg,"Efficiency, justice and voice: a study of effective ways to prevent and settle workplace disputes","Formal and informal dispute procedures are used to settle workplace conflict which, if not managed well, imposes major costs on society. This project aims to improve the design and implementation of dispute procedures. The research uses an innovative analytical approach based on the concepts of efficiency, workplace justice and employee voice.",1503,BUSINESS AND MANAGEMENT,"$340,000",,,,,,,,,,,"$130,000","$110,000","$100,000",,,,
DP120103073,DP,2011,2012,The University of Melbourne,Vic,Prof Geoff W Stevens,Influence of additives in solvent extraction processes,This project directly supports innovative change in the solvent extraction industry in Australia.  This industry is responsible for generating in excess of $600 million dollars annually of export earnings for Australia. This project aims directly at developing efficient and innovative processes for this industry.,0904,CHEMICAL ENGINEERING,"$365,000",,,,,,,,,,,"$150,000","$110,000","$105,000",,,,
DP120103235,DP,2011,2012,The University of Sydney,NSW,Prof David Frederick Fletcher; Prof Brian Scott Haynes,On the mechanism of boiling instability in microchannels,"This project will enable designers to create highly efficient miniaturised devices based on the boiling of fluids such as water or organics. These devices include micro-power generation systems, coolers for computer chips and solar collectors, and micro-chemical process systems. Such devices provide environmental, safety and economic benefits.",0915,INTERDISCIPLINARY ENGINEERING,"$335,000",,,,,,,,,,,"$120,000","$110,000","$105,000",,,,
DP120103432,DP,2011,2012,The University of Sydney,NSW,Prof Gustav Isaac Lehrer; Prof Ruibin  Zhang,"Quantised algebras, supersymmetry and invariant theory","The discriminant of a quadratic equation is an invariant which most high school students learn about; it does not change under linear substitution of the variables. This project will develop new theorems about quantum invariants, which occur in quantum and super symmetry. Links will be forged with physics and quantum computing.",0101,PURE MATHEMATICS,"$325,000",,,,,,,,,,,"$110,000","$110,000","$105,000",,,,
DP120103439,DP,2011,2012,The Australian National University,ACT,Prof Chennupati  Jagadish,Ternary and quaternary III-V semiconductor nanowires and related quantum structures for optoelectronics applications,Growth of ternary and quaternary III-V compound semiconductor nanowires will open up the opportunity to develop high performance electronic and photonic devices. These nanowire devices underpin next generation electronics and photonics development potentially leading to innovative Australian technologies and industries.,1007,NANOTECHNOLOGY,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120103443,DP,2011,2012,The Australian National University,ACT,A/Prof Renee Anne Fry,Commodity cycles,"The implications of resource demand by emerging markets are issues policy makers need to understand. This project address these by focusing on currency, equity and commodity linkages, the financial market and macroeconomic effects of currency collapse, and the role of emerging markets in mitigating/amplifying economic shock transmission.",1402,APPLIED ECONOMICS,"$300,000",,,,,,,,,,,"$90,000","$110,000","$100,000",,,,
DP120103510,DP,2011,2012,The University of Sydney,NSW,Prof Peter James Stewart; Dr Daniela  Traini; A/Prof Damon Robert Honnery; A/Prof Paul Michael Young,Multi-drug dry powder inhalation systems for the effective treatment of chronic obstructive pulmonary disease,"Utilising a combination of particle engineering, computer modeling, rapid prototyping and high-speed 3D imaging this project will develop a novel approach to treat chronic obstructive pulmonary disease. A multi-drug particle system whose surface is independent of the drugs incorporated will be optimised in a novel high efficiency inhalation device.",0904,CHEMICAL ENGINEERING,"$355,000",,,,,,,,,,,"$140,000","$110,000","$105,000",,,,
DP120103541,DP,2011,2012,The Australian National University,ACT,Prof Mark  Kisin; Dr James McCleery Borger,Big de Rham-Witt cohomology: towards a concrete theory of motives,"This project will develop a geometric linearisation method related to Witt vectors, an exotic but important number system. This will let us take one more step towards solving a fifty-year-old mystery: to find the elusive universal linearisation in algebraic geometry, which is the linearisation that controls all the others.",0101,PURE MATHEMATICS,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120103678,DP,2011,2012,Monash University,Vic,Prof Edmund Kieran Burke; Prof Kate Amanda Smith-Miles,Footprints in instance space: visualising the suitability of optimisation algorithms,"Optimisation problems underpin the efficiency and effectiveness of many critical sectors (e.g., healthcare, manufacturing, and defence). The project will provide both practitioners and researchers with powerful new tools to develop a much more robust understanding of the strengths and weaknesses of a variety of optimisation algorithms.",0102,APPLIED MATHEMATICS,"$365,000",,,,,,,,,,,"$150,000","$110,000","$105,000",,,,
DP120103976,DP,2011,2012,The Australian National University,ACT,Dr Kersty Pamela Hobson; Prof John Stanley Dryzek; Dr Simon John Niemeyer; Prof Robert E Goodin; Prof Andre  Bachtiger; Prof David  Schlosberg; Dr Maija Talvikki Setala,Deliberative democracy in the public sphere: achieving deliberative outcomes in mass publics,"This project will systematically explore ways in which citizens can engage more deeply with complex policy issues without the need to resort to massive expenditure on running multiple deliberative forums, such as citizens' assemblies. It will identify the language is needed to deliberatively inform and the vehicles for providing that information.",1606,POLITICAL SCIENCE,"$340,357",,,,,,,,,,,"$110,000","$110,000","$120,357",,,,
DP120104044,DP,2011,2012,The Australian National University,ACT,Dr David Allen Jones; Dr Peter Norman Dodds,Isolation and functional characterisation of a pathogen meta effector able to inhibit detection of multiple disease effectors by resistant plants,The rust fungi are a major economic threat to crop production in Australia. This project will investigate the molecular mechanism used by a rust fungus to prevent detection of multiple disease-inducing proteins by resistant plants and generate knowledge that will lead to the development of new and more effective disease control strategies.,0607,PLANT BIOLOGY,"$340,000",,,,,,,,,,,"$120,000","$110,000","$110,000",,,,
DP120104055,DP,2011,2012,Macquarie University,NSW,Dr Belinda Elizabeth Medlyn; A/Prof Almut  Arneth; Dr Remko Anton Duursma; Prof Iain Colin Prentice,Turning water into carbon: a synthesis of plant water-use efficiency from leaf to globe,"The efficiency with which plants use water to gain carbon is a fundamental aspect of plant growth that has been frequently measured but is poorly understood. Using our new theory to draw together major datasets, the project will make a dramatic advance in our ability to understand and predict this key aspect of ecosystem function.",0602,ECOLOGY,"$330,000",,,,,,,,,,,"$120,000","$110,000","$100,000",,,,
DP120104562,DP,2011,2012,The University of Sydney,NSW,Prof Jonathan  Bland-Hawthorn; Prof Kenneth Charles Freeman; Dr Stefan Claude Keller,Galactic Archaeology: a new probe of the cold dark matter paradigm,"The project capitalises on Australia's technological leadership in carrying out wide-field surveys, and on Australia's intellectual leadership in stellar astronomy and galactic archaeology. HERMES is the new Anglo-Australian Telescope instrument that will keep Australians competitive in a field that is set to explode in the coming decade.",0201,ASTRONOMICAL AND SPACE SCIENCES,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120104676,DP,2011,2012,The University of Western Australia,WA,Dr Chunnong  Zhao; Dr Antoine  Heidmann; A/Prof Li  Ju; Prof Farit  Khalili,Engineering and testing of three mode opto-acoustic parametric amplifiers,This project will engineer a new type of sensor called an opto-acoustic parametric amplifier. It is so sensitive to measure individual quantum units of vibration. The devices use laser light to measure the motion of tiny mirrors. Practical devices could be used to create quantum memory for quantum computers and sensors of exquisite sensitivity.,0906,ELECTRICAL AND ELECTRONIC ENGINEERING,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
DP120104759,DP,2011,2012,The University of Melbourne,Vic,A/Prof Antoinette  Tordesillas,"A complex systems approach to granular rheology: interconnecting topology, stability, dynamics and function","The response of granular materials (e.g. soil, rocks) to applied stresses and strains will be characterised in detail.  Information mined from experimental and simulation tests will be used to develop robust predictive models of granular behaviour, crucial for effective earthquake mitigation as well as greener mining and construction technologies.",0905,CIVIL ENGINEERING,"$330,000",,,,,,,,,,,"$110,000","$110,000","$110,000",,,,
