Project ID,Funding Completion Year,Project Leader,Project Title,Fellowship Recipient,Fellowship Type
FL110100044,2016,Degnan,"Origin, evolution and roles of cardinal genomic features underpinning animal multicellular complexity",Bernard M Degnan,FL
FL110100072,2016,Wyithe,Distant horizons: understanding the first galaxies in the universe,Stuart Wyithe,FL
FL110100074,2016,Bland,Meteorite fireballs - illuminating the origins of the solar system,Philip A Bland,FL
FL110100093,2016,Norris,Making democratic governance work,Pippa Norris,FLA
FL110100098,2016,Dasgupta,Frontiers of reaction dynamics for new generation accelerator science ,Mahananda Dasgupta,FLA
FL110100102,2016,Studdert,Law for the public's health: the impact of medico-legal institutions on public health,David M Studdert,FL
FL110100103,2016,Mattingley,Cognitive control of attention and its role in regulating brain function in health and disease,Jason B Mattingley,FL
FL110100104,2016,Moritz,New approaches to discovering biodiversity and understanding its response to past climate change,Craig C Moritz,FL
FL110100196,2016,Wallace,New dimensions in organic bionics,Gordon G Wallace,FL
FL110100199,2016,Haslam,"Responding to the challenges of identity change: an advanced social identity approach to issues of leadership, health and well-being",Stephen A Haslam,FL
FL110100243,2016,Anderson,Southern racial conceptions: comparative histories and contemporary legacies,Warwick H Anderson,FL
FL110100247,2016,Keane,"Understanding the implications of population ageing for the future costs of funding health care, aged care and aged pensions in Australia",Michael P Keane,FL
FL110100281,2016,Bartlett,Large-scale statistical machine learning,Peter L Bartlett,FL
FL120100017,2017,Prof Ivan Marusic,Turbulence: Physical modelling and application to aquatic ecosystem functions  ,Prof Ivan Marusic,FL
FL120100019,2017,Prof Douglas MacFarlane,Protonic Materials for Green Chemical Futures,Prof Douglas MacFarlane,FL
FL120100029,2017,Prof Benjamin Eggleton,Nonlinear optical phononics: harnessing sound and light in nonlinear nanoscale circuits,Prof Benjamin Eggleton,FL
FL120100030,2017,Prof Frank Caruso,Engineering Materials for Advances in Nanomedicine,Prof Frank Caruso,FL
FL120100034,2017,Prof John Quiggin,Black swans and unknown unknowns: Financial markets and their interaction with the macroeconomy in the presence of unanticipated contingencies,Prof John Quiggin,FL
FL120100038,2017,Prof Michael Fuhrer,Understanding and Controlling the Properties of Dirac Electronic Materials,Prof Michael Fuhrer,FL
FL120100049,2017,Prof Malcolm McCulloch,Coral reef futures: a new paradym for quantifying the resilience of marine calcifiers to ocean acidification and global warming,Prof Malcolm McCulloch,FL
FL120100050,2017,Prof Eelco Rohling,Sea Level Change and Climate Sensitivity,Prof Eelco Rohling,FL
FL120100063,2017,Prof Terence Hughes,Science for management of coral reefs,Prof Terence Hughes,FL
FL120100066,2017,Prof Ove Hoegh-Guldberg,Coral reef metabolism in a rapidly changing climate.,Prof Ove Hoegh-Guldberg,FL
FL120100074,2017,Prof Richard Shine,Using biological invasions to understand evolutionary processes,Prof Richard Shine,FL
FL120100094,2017,Prof Nalini Joshi,Geometric construction of critical solutions of nonlinear systems,Prof Nalini Joshi,FL
FL120100108,2017,Prof David Lindenmayer,Surrogate ecology: When and where can it work to improve environmental management?,Prof David Lindenmayer,FL
FL120100116,2017,Prof Alexandra Aikhenvald,How gender shapes the world: a linguistic perspective,Prof Alexandra Aikhenvald,FL
FL120100125,2017,Prof Nicholas Wormald,Advances in the analysis of random structures and their applications: relationships among models,Prof Nicholas Wormald,FL
FL120100155,2017,Prof Teresa Morris-Suzuki,Informal Life Politics in the Remaking of Northeast Asia: From Cold War to Post-Cold War,Prof Teresa Morris-Suzuki,FL
FL120100156,2017,Prof Susan O'Connor,"From Sunda to Sahul: Understanding Modern Human Dispersal, Adaptation and Behaviour en route to Australia",Prof Susan O'Connor,FL
FT0990267,2013,"Hartland, E","The biology, structure and function of bacterial virulence effectors",Dr EL Hartland,FT
FT0990285,2013,"Micolich, A",Self-Assembled Semiconductor Nanowires: A New Platform for Spintronic Devices,Dr AP Micolich,FT
FT0990287,2013,"Oakley, A",Fragment Based Screening for new Antibiotics by Protein X-Ray Crystallography,Dr AJ Oakley,FT
FT0990301,2013,"Cassidy, M",Engineering solutions for the next generation of offshore oil and gas infrastructure,Prof MJ Cassidy,FT
FT0990308,2013,"Strutton, P",Southern Ocean productivity and carbon dioxide (CO2) exchange under current and future climate regimes,Dr PG Strutton,FT
FT0990337,2013,"Lingard, H",Differentiation not disintegration: Integrating strategies to improve Occupational Health and Safety in the construction industry,Dr HC Lingard,FT
FT0990350,2013,"Ralph, S",Transfer ribonucleic acid (tRNA) synthetases as drug targets in Plasmodium falciparum,Dr SA Ralph,FT
FT0990356,2013,"Zou, J",Understanding the role of catalysts in the growth of epitaxial semiconductor nanowires and their hierarchical heterostructures,A/Prof J Zou,FT
FT0990391,2013,"Cheng, Z",Manipulation of Spin by Electric Field,Dr Z Cheng,FT
FT0990405,2013,"Russell, S",Polarity in lymphocytes: Regulation of immune function and cancer.,Dr SM Russell,FT
FT0990436,2013,"Luck, G",Integrating the conservation and ecosystem-service value of Australia's catchments,A/Prof GW Luck,FT
FT0990447,2013,"Dosseto, A",The response of soil and river processes to climate change and human activity in Australia,Dr A Dosseto,FT
FT0990467,2013,"Rubio, J",The Genetic Analysis of Neurological Diseases,Dr JP Rubio,FT
FT0990485,2013,"Maschmeyer, T",Sustainable Solar Hydrogen Production from Waste Water,Prof Dr T Maschmeyer,FT
FT0990521,2013,"Hilder, E",High performance chromatography based on nanostructured monolithic polymers,Dr EF Hilder,FT
FT0990531,2013,"Duckham, M",Ambient spatial intelligence: Spatial analysis and event detection in environmental geosensor networks,Dr MR Duckham,FT
FT0990539,2013,"Reuter, T",Religion and Spirituality in the Contemporary World: An Indonesian Case Study,Dr TA Reuter,FT
FT0990547,2013,"Chen, C","Forest ecosystem diversity, function and service in response to perturbations: the key regulatory role of biogeochemical cycling",Dr C Chen,FT
FT0990583,2013,"Caruso, R",Engineered materials for future energy technologies ,Dr RA Caruso,FT
FT0990588,2013,"McLeod, S",Speaking my language: International speech acquisition in Australia,Prof S McLeod,FT
FT0990591,2013,"Clark, G",The Power and Reach of Chiefly Societies in Fiji-West Polynesia,Dr GR Clark,FT
FT0990622,2013,"Mildren, R",Raman conversion in diamond: Next generation long and far infrared and terahertz lasers,Dr RP Mildren,FT
FT0990628,2013,"Reid, C",Understanding the neuronal mechanisms underlying inherited epilepsies,Dr CA Reid,FT
FT0990651,2013,"Moheimani, S",Advanced model-based control for ultra-fast and ultra-high-precision nanoscale positioning ,Prof SO Moheimani,FT
FT0990652,2013,"Baird, A",Testing the adaptive capacity of reef corals to rising sea surface temperatures,Dr AH Baird,FT
FT0990681,2013,"Ranjith, P",An assessment of carbon dioxide storage capacity of water bearing sedimentary basins,Dr PG Ranjith,FT
FT0990683,2013,"Puthalakath, H",Studies on the regulation of the pro-apoptotic protein Bim in mammalian development and cancer.,Dr H Puthalakath,FT
FT0990685,2013,"Fine, M",Changing Seas at Cellular to Cross-Ocean Scales,Dr M Fine,FT
FT0990695,2013,"Zhang, J",Three Dimensional Anti-biofouling Conducting Polymer Hydrogel Electrodes for Biosensor and Biofuel cell Applications,Dr J Zhang,FT
FT0990722,2013,"Faunce, T",Fostering Safe Nanotechnology Research Focused on Critical Public Health Problems,A/Prof TA Faunce,FT
FT0990727,2013,"Nesic, D",Networked control systems: harnessing an emerging technology,Prof D Nesic,FT
FT0990730,2013,"Corn, A",Indigenising the Semantic Web: Ontologies for Indigenous knowledge and heritage resources on a machine-readable Web,Dr AD Corn,FT
FT0990767,2013,"Holcombe, A","Position perception, attention, object motion, and action",Dr AO Holcombe,FT
FT0990768,2013,"Mai-Duy, N",Direct simulation of composite microstructures in fluid and elastic media,Dr N Mai-Duy,FT
FT0990785,2013,"Russell, D",Regulation of tissue morphogenesis in reproductive function and metastatic cancer,Dr DL Russell,FT
FT0990797,2013,"Roughead, E",Coverage with Evidence Development: Application to pharmaceutical reimbursement decisions ,Dr EE Roughead,FT
FT0990805,2013,"Lam, P",Quantum Opto-Mechatronics,Prof P Lam,FT
FT0990811,2013,"Li, S",Spatial Cognition—Expressive Representation Formalisms and Effective Reasoning Mechanisms,Dr S Li,FT
FT0990835,2013,"Almany, G",Enhancing coral reef resilience to climate change,Dr GR Almany,FT
FT0990846,2013,"in het Panhuis, M",Soft carbon nanotube materials,Dr MP in het Panhuis,FT
FT0990892,2013,"Lane, T",The dynamics of deep convective clouds and their role in the climate system,Dr TP Lane,FT
FT0990895,2013,"Hassell, A",The Spectral Theory and Harmonic Analysis of Geometric Differential Operators,A/Prof A Hassell,FT
FT0990901,2013,"Keating, D",Identifying novel roles of disease-related proteins in the regulation of exocytosis and nervous communication.,Dr DJ Keating,FT
FT0990907,2013,"Yaxley, G","Redox conditions in the earth's upper mantle and the implications for kimberlite petrogenesis, diamond formation and mantle metasomatism.",Dr GM Yaxley,FT
FT0990910,2013,"Scheffers, A",Unravelling Western Australia's Stormy Past - A Precisely-Dated Sediment Record of Cyclones over the past 7000 years,Dr AM Scheffers,FT
FT0990930,2013,"McKendrick, A",Resolving multi-sensory conflict as we age: audio-visual integration and the role of normal and abnormal sensory decline,Dr A McKendrick,FT
FT0990942,2013,"Jiang, X",Synthesis and Fundamental Understanding of Low-Dimensional Metal Oxide Nanoparticles for Gas Sensing Application,Dr X Jiang,FT
FT0990972,2013,"Hillier, W",Developing an Essential Research Platform for the Molecular Engineering of Photosystem II,Dr W Hillier,FT
FT0990978,2013,"Monteiro, M",Transformer 3D Nanostructures: Stimuli Responsive Polymers,A/Prof MJ Monteiro,FT
FT0990983,2013,"Kosnik, M",Quantifying the effects of western colonisation on Great Barrier Reef molluscan communities,Dr MA Kosnik,FT
FT0990986,2013,"Smith, J",Masterminding Reproduction: Kisspeptin and RFamide-Related Peptide,Dr JT Smith,FT
FT0990987,2013,"Whiteman, D",Studies in cancer control,Dr DC Whiteman,FT
FT0991003,2013,"Smallbone, S","Testing theoretical propositions concerning the onset and progression of child-sex offending, and field testing a new sexual abuse prevention model",A/Prof SW Smallbone,FT
FT0991007,2013,"Ball, R",The charXive challenge and the clean coal quest: thermokinetic principles and methods for capturing and sequestering carbon dioxide.,Dr R Ball,FT
FT0991008,2013,"Filipovska, A",Targeting mitochondrial dysfunction in disease,Dr A Filipovska,FT
FT0991010,2013,"Zhang, L",Generation of Ultra-Clean Fuel from Victorian Brown Coal and Its Oxygen-Enriched Combustion Characteristics,Dr L Zhang,FT
FT0991022,2013,"Nyholt, D",Elucidating the molecular mechanisms underlying migraine and endometriosis via genetic dissection,Dr DR Nyholt,FT
FT0991036,2013,"Hutchinson, C",Dynamically responding metals: a new generation of engineering alloys,Dr CR Hutchinson,FT
FT0991045,2013,"Martin, G",A Bayesian State Space Methodology for Forecasting Stock Market Volatility and Associated Time-varying Risk Premia,A/Prof GM Martin,FT
FT0991052,2013,"Baumgardt, H",Advanced computer simulations of star cluster evolution,Dr H Baumgardt,FT
FT0991086,2013,"Bernhardt, J",Improving Outcome after Stroke through Earlier Rehabilitation: The Very Early Rehabilitation Research Program,A/Prof J Bernhardt,FT
FT0991110,2013,"Lim, C",Unified digital networking for wireless and optical access,A/Prof C Lim,FT
FT0991113,2013,"Rackham, O",Engineering synthetic genetic codes,Dr O Rackham,FT
FT0991117,2013,"Brear, M",Enabling low greenhouse gas emissions from road vehicles through the proper use of alternative fuels,Dr MJ Brear,FT
FT0991128,2013,"Parsons, M",Prediction of tissue fate and functional outcome in acute ischemic stroke with advanced imaging analysis - experimental validation and translational studies,Dr MW Parsons,FT
FT0991187,2013,"Anderson, P",Improving the quality of life of children born very premature.,Dr PJ Anderson,FT
FT0991193,2013,"Gibson, C",Crisis and change: cultural-economic research on the adaptability and sustainability of Australian households,A/Prof CR Gibson,FT
FT0991199,2013,"Broad, J",Mary Astell (1666-1731): An Historical-Intellectual Role Model for Women in Philosophy,Dr JS Broad,FT
FT0991213,2013,"Andrews, K",New drugs for malaria that target histone deacetylases,Dr KT Andrews,FT
FT0991222,2013,"Li, Y",Development of new interventions and treatment for schistosomiasis morbidity control,Dr Y Li,FT
FT0991224,2013,"Yu, C",Novel Synthesis and Bio-applications of Functional Macroporous Ordered Siliceous Foams,Dr C Yu,FT
FT0991231,2013,"Haskins, V","In Her Place: state intervention and Indigenous domestic service in Australia and the United States, 1880-1945",Dr V Haskins,FT
FT0991243,2013,"Rabeau, J",Room-temperature quantum microscopy for advanced nanoscale imaging,Dr JR Rabeau,FT
FT0991245,2013,"Perugini, M",Molecular evolution of a model oligomeric enzyme from bacterial extremophiles,Dr MA Perugini,FT
FT0991246,2013,"Hunter, D",The early osteoarthritis (OA) phenotype,Dr DJ Hunter,FT
FT0991248,2013,"Mazumdar, A",Origins of our Universe,Dr A Mazumdar,FT
FT0991249,2013,"Griffin, M",A multilevel approach to leadership and dynamic capabilities in organisations,Prof MA Griffin,FT
FT0991272,2013,"Mahalingam, S",Mosquito-borne viruses—how they cause disease and novel approaches to prevention,Prof S Mahalingam,FT
FT0991273,2013,"Stenzel, M",Platinum drugs containing core-shell nanoparticles,A/Prof M Stenzel,FT
FT0991283,2013,"Dexter, A",Designed peptides as functional surfactants,Dr AF Dexter,FT
FT0991289,2013,"Bekki, K",Simulating the Magellanic system using new special-purpose computers for gravitational dynamics,Dr K Bekki,FT
FT0991296,2013,"Scott, A",Incentives and performance in the health care system,Prof A Scott,FT
FT0991309,2013,"Ostwald, M","Complex and nonlinear pattern analysis in architectural space, form and program: developing computational tools to support social and cultural design.",Prof MJ Ostwald,FT
FT0991314,2013,"Martin, A",Academic Buoyancy and Academic Resilience: New Approaches to Examining and Understanding Adversity and Setback in the Academic Domain,A/Prof AJ Martin,FT
FT0991326,2013,"Turpin, A",Smart Algorithms Linking Medical Image Data and Measures of Dysfunction,Dr A Turpin,FT
FT0991338,2013,"Slay, J",Data Exploitation for Critical Infrastructure Protection: Gathering Intelligence from Digital Evidence Collected from IT Networks and Process Control Systems.,A/Prof J Slay,FT
FT0991348,2013,"Thielscher, M",Autonomous Agents and Systems with General Intelligence,Prof Dr M Thielscher,FT
FT0991356,2013,"Winther-Jensen, B",Electro-Catalytic Conjugated Polymers,Dr B Winther-Jensen,FT
FT0991360,2013,"Wray, N",Dissecting the shared genetic architecture of psychiatric and psychological traits with application to prediction of genetic risk.,Dr NR Wray,FT
FT0991385,2013,"Tan, Y",Real time optimisation by extremum seeking control and learning control,Dr Y Tan,FT
FT0991395,2013,"Kelaher, M",Agreements as a mechanism for community participation in health policy: Understanding process and evaluating effectiveness,A/Prof M Kelaher,FT
FT0991397,2013,"Susilo, W",Secure and Efficient Fair Exchange Protocols,A/Prof W Susilo,FT
FT0991403,2013,"Yang, H",The cellular dynamics of lipid droplets: implications for obesity and biodiesel production,Dr HR Yang,FT
FT0991404,2013,"Dagastine, R",Fundamentals and applications of dynamic interfacial forces in soft matter ,Dr RR Dagastine,FT
FT0991407,2013,"Whitney, S",Enhancing plant photosynthesis by engineering the carbon dioxide (CO2)-fixing enzyme Rubisco,Dr SM Whitney,FT
FT0991412,2013,"Hellwig, B",Semantic categories: Exploring the history of the Baining languages of Island Melanesia,Prof Dr B Hellwig,FT
FT0991413,2013,"Bennell, K",Knee osteoarthritis: Getting moving with physiotherapy,Prof K Bennell,FT
FT0991420,2013,"Cassey, P",The evolution of species traits and spread during biological invasions,Dr P Cassey,FT
FT0991433,2013,"Tao, Z",Behaviour and design of concrete-filled stainless steel tubular columns at ambient and elevated temperatures,Dr Z Tao,FT
FT0991446,2013,"Waterhouse, N",Understanding the critical processes that control cell death and using this knowledge to kill cells that have evaded death.,Dr NJ Waterhouse,FT
FT0991448,2013,"Atkin, O","Climate dependence of plant respiration in a warmer, drier world",Dr OK Atkin,FT
FT0991458,2013,"Gibson, C",Increasing the effectiveness of remote and cross-cultural collaborations in organisations,Prof C Gibson,FT
FT0991462,2013,"Friel, S","Food systems, urban health equity and climate stabilisation: the need for a common agenda",Dr S Friel,FT
FT0991464,2013,"Hawkins, C",Apoptotic signalling in virally infected and normal cells.,Dr CJ Hawkins,FT
FT0991468,2013,"Cunnington, R",The human mirror system and the perception of others' actions,A/Prof R Cunnington,FT
FT0991470,2013,"Kippen, R","Epidemics, mortality and longevity in Tasmania, 1838-1930",Dr R Kippen,FT
FT0991472,2013,"Barker, N",Molecular signals that regulate the regenerative properties of intestinal epithelial cells,Dr N Barker,FT
FT0991479,2013,"Abbosh, A",Hybrid Imaging System for Breast Cancer Detection,Dr AM Abbosh,FT
FT0991511,2013,"Green, M",Imaging genetics in schizophrenia and bipolar disorder: shared neurocognitive endophenotypes,Dr M Green,FT
FT0991524,2013,"Sanderson, K",Epidemiologic and economic approaches to reduce the burden of depression and related chronic diseases in the workforce,Dr KA Sanderson,FT
FT0991525,2013,"Blows, M",Genetical Genomics of Mutational Variance,Prof MW Blows,FT
FT0991552,2013,"Thomas, R","Understanding and regulating autoimmune disease through the nuclear factor kappa-light-chain-enhancer of activated B cells (NF-kappaB) family transcription factor, v-rel reticuloendotheliosis viral oncogene homolog B (RelB).",Prof R Thomas,FT
FT0991554,2013,"Zhang, S",Development of a photoelectrochemical system based on Titanium dioxide nanotubes/boron doped diamond heterojunction for online water quality monitoring,Dr S Zhang,FT
FT0991557,2013,"Dennison, S",What about the children? A study of the intergenerational consequences of paternal incarceration,Dr SM Dennison,FT
FT0991558,2013,"Gehman, J",Maximizing solid state Nuclear Magnetic Resonance (NMR) with maximum entropy,Dr JD Gehman,FT
FT0991566,2013,"Groth, H","Noise, Technology, Literature",Dr HG Groth,FT
FT0991574,2013,"Buchan, B",A Colonial and Conceptual History of Asymmetric Warfare and Security,Dr BA Buchan,FT
FT0991576,2013,"Stacey, K",Foreign DNA is a danger signal for mammalian cells,Dr KJ Stacey,FT
FT0991594,2013,"Andrew, L",Increasing internet energy and cost efficiency by improving higher-layer protocols,Dr LL Andrew,FT
FT0991598,2013,"Galloway, D",High-energy probes of dense matter and distorted spacetime,Dr DK Galloway,FT
FT0991602,2013,"Chappell, L",The International Criminal Court and the Protection of Women's Rights in Conflict and Post-Conflict Contexts: International Developments and Regional Strategies,A/Prof LA Chappell,FT
FT0991606,2013,"Knols, B",Novel control strategies for mosquitoes threatening Australia,Dr BG Knols,FT
FT0991611,2013,"Alexandrov, K",High throughput engineering of genetically encodable fluorescent sensors of intracellular signalling networks,Prof K Alexandrov,FT
FT0991617,2013,"Wen, L",Real-Time Searches for Gravitational Waves and Identification of Their Radio and Optical Counterparts,Dr L Wen,FT
FT0991631,2013,"Luiten, A",The Quest for Ultimate Measurement Precision,A/Prof AN Luiten,FT
FT0991634,2013,"de Zubicaray, G",The articulate brain,Dr GI de Zubicaray,FT
FT0991640,2013,"Elith, R",Improved methods for predicting species' distributions under environmental change ,Dr RJ Elith,FT
FT0991646,2013,"Moss, J",Climate Justice,Dr J Moss,FT
FT0991657,2013,"McMullen, J",Targeting genes elevated in the athlete's heart to improve function of the failing heart,Dr JR McMullen,FT
FT0991671,2013,"Richard, D",The role of human single-stranded binding protein (hSSB1) in DNA damage repair and tumorogenesis.,Dr DJ Richard,FT
FT0991709,2013,"Huber, T",3D Structure determination of biomacromolecular assemblies from sparse data,Dr T Huber,FT
FT0991711,2013,"Elias, J",The Gender Politics of Global Economic Competitiveness in Southeast Asia,Dr JM Elias,FT
FT0991717,2013,"Gooding, J",A Generic Solution for Interfacing Electrodes with Biological Media,Prof JJ Gooding,FT
FT0991722,2013,"Richardson, A",The resilience of marine ecosystems and fisheries to climate change: exploring adaptation strategies,Dr AJ Richardson,FT
FT0991727,2013,"Bailey, J",Community and ecosystem consequences of adaptive evolution in Eucalyptus,Dr J Bailey,FT
FT0991741,2013,"Bunce, M",An inventory of past biodiversity in Western Australia using ancient DNA.,Dr M Bunce,FT
FT0991771,2013,"Mahony, R",Foundations of Vision Based Control of Robotic Vehicles,Dr RE Mahony,FT
FT0991785,2013,"Su, K",Model checking Multi-Agent System and its applications,Dr K Su,FT
FT0991801,2013,"Bennett, L",Compromised fertility in contemporary Indonesia,Dr LR Bennett,FT
FT0991816,2013,"White, D",Seabed engineering to unlock Australia's deepwater oil and gas resources,Prof DJ White,FT
FT0991820,2013,"Abbasi Shavazi, M",Changing patterns of migration from Afghanistan with implications for Australia,Dr M Abbasi Shavazi,FT
FT0991840,2013,"Batten, S",Building Advanced Materials from the Bottom Up,Dr SR Batten,FT
FT0991854,2013,"Vo, B",Optimal Control of Multi-Object System,A/Prof B Vo,FT
FT0991861,2013,"Latimer, J",Innovative solutions to primary care management of back pain,A/Prof J Latimer,FT
FT0991864,2013,"Butler, T","Improving health and criminal justice outcomes among Australia's offender population using a multi-disciplinary, all of government approach",A/Prof TG Butler,FT
FT0991871,2013,"Whitby, C",Particles at Interfaces—Controlling Detachment,Dr CP Whitby,FT
FT0991885,2013,"Hadiz, V","State, Class and Islamic Populism: Indonesia in Comparative Perspective",Dr VR Hadiz,FT
FT0991892,2013,"Maeda, N",Mechanisms of nucleation with special emphasis on gas hydrates,Dr N Maeda,FT
FT0991895,2013,"Kuhlmey, B",Ringed photonic crystal fibres for broadband nonlinear optics,Dr BT Kuhlmey,FT
FT0991899,2013,"Hole, M",Fusion Energy and the Physics of Burning Plasmas,Dr MJ Hole,FT
FT0991910,2013,"Sumby, C",Internally decorated discrete Metallo-supramolecular Assemblies and infinite Metal-Organic Frameworks as molecular containers,Dr CJ Sumby,FT
FT0991917,2013,"Renz, J",Engineering Artificial Intelligence: A Spatial Representation and Reasoning Perspective,Dr J Renz,FT
FT0991918,2013,"Yang, J",New statistical methods for identifying micro-ribonucleic acid (miRNA) regulatory networks,Dr JY Yang,FT
FT0991923,2013,"Cutts, S",Improvement of anthracycline chemotherapy by enhancement of apoptotic responses and tumour targeted activation,Dr SM Cutts,FT
FT0991933,2013,"Craig, V",Specific-ion effects in non-aqueous solvents. A test for Hofmeister.,A/Prof VS Craig,FT
FT0991938,2013,"Srivastava, S",Sentiments of the City: An Ethnography of Transformations in Urban Life and Intimate Relations in India,Prof S Srivastava,FT
FT0991953,2013,"Connell, S",Kelp forest ecosystems near and far: Putting a new theory explaining dynamic ecological systems to the test ,A/Prof SD Connell,FT
FT0991956,2013,"Wang, M",Long noncoding RNAs and their regulatory roles in epigenetic control of gene expression in plants,Dr M Wang,FT
FT0991965,2013,"Nilsson, S",Mimetics and small chemical compounds for hemopoietic stem cell mobilisation,A/Prof S Nilsson,FT
FT0991968,2013,"Haylock, D",Bioreactors for manufacture of human platelets,Dr D Haylock,FT
FT0991969,2013,"Lucey, S",Advanced Interface Technologies for Computational Science & Simulation,Dr SM Lucey,FT
FT0991982,2013,"Kendall, M",Optimising the body's immune response with a Nanopatch that delivers biomolecules to the skin,Prof MA Kendall,FT
FT0991986,2013,"Garner, B",Targeting brain lipid homeostasis to treat Alzheimer's disease,A/Prof B Garner,FT
FT0991990,2013,"Wilson, D",Using mathematical modelling to inform HIV/AIDS public health policy,Dr DP Wilson,FT
FT0992002,2013,"Ebach, M",Comparative Biogeography of Australasian biota,Dr MC Ebach,FT
FT0992021,2013,"Sahajwalla, V","Transforming industrial waste into valuable carbons for iron-carbon alloys: Fundamental investigations of structure, impurity reactions and carbon dissolution",Prof V Sahajwalla,FT
FT0992033,2013,"Truscott, K",Mitochondrial proteases and their contribution to protein homeostasis,Dr KN Truscott,FT
FT0992041,2013,"Edmond, G",Suspect sciences: Enhancing emerging identification technologies and forensic expertise,A/Prof G Edmond,FT
FT0992063,2013,"Barbour, M",Novel laser isotopic techniques to assess the potential for water-use efficiency improvement of Australian crops,Dr MM Barbour,FT
FT0992069,2013,"Franks, P",Past and future effects of climate change on the carbon-water balance of plants,Dr PJ Franks,FT
FT0992071,2013,"Smith, L","Cultural heritage and the mediation of identity, memory and historical narratives",Dr L Smith,FT
FT0992079,2013,"Doherty, A",Quantum control in mesoscopic condensed matter systems,Dr AC Doherty,FT
FT0992081,2013,"Liu, H",Fatigue Life Prediction of Nano-filler Modified Composites,Dr HY Liu,FT
FT0992105,2013,"Czabotar, P",Structural investigations into the regulation of programmed cell death,Dr PE Czabotar,FT
FT0992111,2013,"Venturi, V",T cell recognition and control of virus: the balance between T cell receptor diversity and degeneracy,Dr V Venturi,FT
FT0992120,2013,"Peacock, C",Genomic and molecular characterisation of a novel Australian leishmania pathogen.,Dr CS Peacock,FT
FT0992123,2013,"Harris, I",Seeing the forest and the trees: Cognitive and neural mechanisms underlying recognition of individual objects and sets ,Dr IM Harris,FT
FT0992129,2013,"Rathjen, J",Plant immunity to fungal and bacterial pathogens,Dr JP Rathjen,FT
FT0992161,2013,"Alroy, J",Quantifying the Tree of Life's Diversity with the Paleobiology Database,Dr J Alroy,FT
FT0992164,2013,"Kallies, A",Transcriptional and epigenetic regulation of terminal lymphocyte differentiation and alterations of the same that lead to leukemia.,Dr A Kallies,FT
FT0992193,2013,"Bromham, L","Exploring evolvability: its causes, consequences and practical applications in a changing environment.",Dr LD Bromham,FT
FT0992210,2013,"Peter, K","Defining targets and generating tools/therapeutic agents for prevention, diagnosis and therapy of atherothrombosis",Prof K Peter,FT
FT0992212,2013,"Belov, K",The genetics of resistance to devil facial tumour disease.,Dr K Belov,FT
FT0992214,2013,"Gottwald, G",Stochastic Methods in Mathematical Geophysical Fluid Dynamics,Dr G Gottwald,FT
FT0992226,2013,"Lu, J","Modelling, Identification and Control of Complex Networks",A/Prof J Lu,FT
FT0992234,2013,"Mariadason, J",Role of Histone deacetylase 3 (HDAC3) in intestinal epithelial cell homeostasis and tumorigenesis,A/Prof JM Mariadason,FT
FT0992251,2013,"Schaffer, J",The Language of Knowledge,Prof J Schaffer,FT
FT0992254,2013,"Stevens, Q","What is successful public art today?: exploring how contemporary public art and memorial design shapes public engagement, perceptions and behaviour",Dr QT Stevens,FT
FT0992257,2013,"Uren, A",Unraveling the genetic networks of cancer development.,Dr A Uren,FT
FT0992258,2013,"Smith, C","Molecular Archaeology: Carbon isotope analysis of amino acids as a means to investigate diets, physiology, metabolism and palaeoenvironment.",Dr C Smith,FT
FT0992259,2013,"Lidman, C",Venturing into the Cluster Desert,Dr CE Lidman,FT
FT0992285,2013,"Grey, S",Gene therapy for islet transplantation,Dr S Grey,FT
FT0992291,2013,"Thomas, M",Expedition to Arnhem Land: Intercultural inquiry in a trans-national context,Dr ME Thomas,FT
FT0992299,2013,"Carey, L","Improved identification of patients 'at risk' of depression, and optimal targeting of rehabilitation post-stroke through novel brain imaging and biomarkers.",Prof LM Carey,FT
FT0992302,2013,"Allon, F","The Wealth Effect: A cultural analysis of prosperity, financialisation and everyday life in contemporary Australia",Dr F Allon,FT
FT0992310,2013,"Biro, P","Linkages between productivity and consistent behavioural traits in fish: implications for harvesting, climate impacts, and selective breeding for aquaculture.",Dr PA Biro,FT
FT0992317,2013,"Beeson, J",Identifying the major targets of protective antibodies against malaria,Dr JG Beeson,FT
FT0992322,2013,"Gavin, A",The roles of novel pathways in the activation and regulation of the adaptive immune response in health and disease.,Dr AL Gavin,FT
FT0992328,2013,"Mackie, V",From Human Rights to Human Security: Changing Paradigms for Dealing with Inequality in the Asia-Pacific Region,Prof VC Mackie,FT
FT0992331,2013,"Cooper, A",From Biodiversity to Health: Performing the first genetic audits of Australia,Prof A Cooper,FT
FT100100002,2014,Li,Targeting an impending global disaster: the mismatch between increasingly drug-resistant superbugs and development of new antibiotics,Jian Li,FT
FT100100003,2014,Richards,The systematic development of fundamentally important group 15 compounds: their applications to innovative industrial and environmental processes,Anne F Richards,FT
FT100100005,2014,Zanotti,The Standard Model and beyond on supercomputers,James M Zanotti,FT
FT100100020,2014,Wallis,Mechanisms of learning at the interface between perception and action,Guy M Wallis,FT
FT100100022,2014,Baker,What's in the music? A lifespan model of emotional and musical creativity in therapeutic song writing,Felicity Baker,FT
FT100100025,2014,Duty,Nanoscale quantum metrology using circuit quantum electrodynamics,Timothy L Duty,FT
