GRANT_ID,GRANT_ROLE,DW_INDIVIDUAL_ID,SOURCE_INDIVIDUAL_ID,TITLE,FIRST_NAME,MIDDLE_NAME,LAST_NAME,FULL_NAME,ROLE_START_DATE,ROLE_END_DATE,SOURCE_SYSTEM
457174,CIA,DW0022585,RMIS4008942,A/Pr,Allison,,Tong,A/Pr Allison Tong,19-Feb-07,31-Dec-09,RMIS
1037162,CIA,DW0022585,5017961,A/Pr,Allison,,Tong,A/Pr Allison Tong,1-Jan-12,31-Dec-15,RGMS
1025598,CIA,DW0022588,5017962,Dr,Christopher,John,Tonkin,Dr Christopher Tonkin,1-Jan-14,31-Dec-14,RGMS
1025598,CIA,DW0022588,5017962,Dr,Christopher,John,Tonkin,Dr Christopher Tonkin,1-Jan-12,31-Dec-13,RGMS
1047806,CIA,DW0022588,5017962,Dr,Christopher,John,Tonkin,Dr Christopher Tonkin,1-Jan-13,31-Dec-15,RGMS
1057815,CIB,DW0022588,5017962,Dr,Christopher,John,Tonkin,Dr Christopher Tonkin,1-Jan-14,31-Dec-16,RGMS
356264,CIA,DW0022588,RMIS3368833,Dr,Christopher,John,Tonkin,Dr Christopher Tonkin,9-Feb-05,31-Dec-08,RMIS
575513,CIA,DW0022588,RMIS3368833,Dr,Christopher,John,Tonkin,Dr Christopher Tonkin,9-Feb-09,31-Dec-09,RMIS
516747,CIB,DW0022588,5017962,Dr,Christopher,John,Tonkin,Dr Christopher Tonkin,1-Jan-08,31-Dec-10,RGMS
575523,CIA,DW0022588,5017962,Dr,Christopher,John,Tonkin,Dr Christopher Tonkin,1-Jan-09,31-Dec-12,RGMS
334183,CIA,DW0022590,RMIS3373959,,Agnieszka,,Topolska,Agnieszka Topolska,2-Feb-05,31-Dec-08,RMIS
510104,CID,DW0022591,5017978,Dr,Libby,,Topp,Dr Libby Topp,1-Jan-08,31-Dec-11,RGMS
405101,CIA,DW0022595,5030516,,Victoria,,Totikidis,Victoria Totikidis,1-Jan-06,31-Oct-11,RGMS
1022694,CID,DW0022596,5017972,Dr,Jacques-Donald,,Tournier,Dr Jacques-Donald Tournier,1-Jan-12,31-Dec-15,RGMS
7607,CIA,DW0022597,RMIS181258,Dr,Bernie,P,Towler,Dr Bernie Towler,6-Dec-00,,RMIS
1055172,CIA,DW0022603,5043967,Ms,Carol,,Tran,Ms Carol Tran,1-Jan-13,31-Dec-15,RGMS
632621,CIC,DW0022608,5019334,Prof,Janet,L,Treasure,Prof Janet Treasure,1-Jan-10,30-Jun-13,RGMS
1071811,CIA,DW0022610,5034755,Dr,David,,Trembath,Dr David Trembath,30-Jun-14,29-Jun-18,RGMS
457195,CIA,DW0022610,RMIS4744883,Dr,David,,Trembath,Dr David Trembath,19-Feb-07,31-Dec-09,RMIS
1055914,CIA,DW0022612,5046402,Ms,Janelle,Ellen,Trenorden,Ms Janelle Trenorden,12-Jan-13,12-Jul-15,RGMS
1009212,CID,DW0022614,5020057,Dr,Natalie,Leanne,Trevaskis,Dr Natalie Trevaskis,1-Jan-11,31-Dec-14,RGMS
1058993,CIC,DW0022620,5018009,A/Pr,Judith,,Trotman,A/Pr Judith Trotman,1-Jan-14,31-Dec-16,RGMS
396702,CIC,DW0022620,RMIS3772935,A/Pr,Judith,,Trotman,A/Pr Judith Trotman,7-Feb-06,31-Dec-08,RMIS
1030584,CIC,DW0022623,5040564,A/Pr,Richard,William,Troughton,A/Pr Richard Troughton,1-Jan-12,31-Dec-14,RGMS
1008667,CIA,DW0022626,5018010,Prof,Roger,Jw,Truscott,Prof Roger Truscott,1-Jan-11,31-Dec-13,RGMS
512334,CIA,DW0022626,5018010,Prof,Roger,Jw,Truscott,Prof Roger Truscott,1-Jan-08,30-Jun-11,RGMS
457085,CIA,DW0022626,5018010,Prof,Roger,Jw,Truscott,Prof Roger Truscott,1-Jan-07,30-Sep-13,RGMS
980495,CIA,DW0022626,RMIS574747,Prof,Roger,Jw,Truscott,Prof Roger Truscott,6-Dec-00,31-Dec-00,RMIS
162707,CIA,DW0022626,RMIS574747,Prof,Roger,Jw,Truscott,Prof Roger Truscott,12-Jan-01,31-Dec-03,RMIS
213121,CIA,DW0022626,RMIS574747,Prof,Roger,Jw,Truscott,Prof Roger Truscott,15-Mar-02,31-Dec-06,RMIS
281505,CIC,DW0022626,RMIS574747,Prof,Roger,Jw,Truscott,Prof Roger Truscott,1-Apr-04,31-Dec-06,RMIS
307615,CIA,DW0022626,RMIS574747,Prof,Roger,Jw,Truscott,Prof Roger Truscott,16-Dec-03,31-Dec-06,RMIS
1068087,CIB,DW0022626,5018010,Prof,Roger,Jw,Truscott,Prof Roger Truscott,1-Jan-14,31-Dec-16,RGMS
457191,CIA,DW0022628,RMIS4743347,,Jason,,Tseung,Jason Tseung,19-Feb-07,31-Dec-08,RMIS
211001,CIB,DW0022641,RMIS1057887,Dr,Martin,J,Turner,Dr Martin Turner,8-Apr-02,31-Dec-04,RMIS
145607,CIA,DW0022649,RMIS60499,Prof,Martin Am,J,Tyas Am,Prof Martin Am Tyas Am,9-Jan-01,31-Dec-03,RMIS
251707,CIE,DW0022649,RMIS60499,Prof,Martin Am,J,Tyas Am,Prof Martin Am Tyas Am,20-Dec-02,31-Dec-05,RMIS
358798,CIA,DW0022656,RMIS3394809,,Mohammad,,Umar,Mohammad Umar,26-Apr-05,31-Dec-05,RMIS
1035530,CIG,DW0022657,5012385,Dr,Wendy,Jeanne,Umberger,Dr Wendy Umberger,1-Jan-12,31-Dec-16,RGMS
496640,CIB,DW0022661,5018044,A/Pr,Peter,,Upcroft,A/Pr Peter Upcroft,1-Jan-08,31-Dec-10,RGMS
461224,CIB,DW0022668,RMIS4623874,Dr,Francois,Na,Vaillant,Dr Francois Vaillant,17-Jan-07,31-Dec-09,RMIS
1055408,CIC,DW0022671,5027127,Ms,Paula,,Vallentine,Ms Paula Vallentine,9-May-13,8-May-17,RGMS
211123,CIB,DW0022673,RMIS1152817,Dr,Krisztina,,Valter-Kocsi,Dr Krisztina Valter-Kocsi,14-Dec-01,31-Dec-04,RMIS
107277,CIB,DW0022673,RMIS1152817,Dr,Krisztina,,Valter-Kocsi,Dr Krisztina Valter-Kocsi,7-Sep-01,31-Dec-02,RMIS
1049990,CIA,DW0022673,5019339,Dr,Krisztina,,Valter-Kocsi,Dr Krisztina Valter-Kocsi,1-Jan-13,31-Dec-15,RGMS
590225,CIA,DW0022675,5030715,Dr,Nicole,J,Van Bergen,Dr Nicole Van Bergen,5-Apr-10,6-Oct-11,RGMS
513836,CIA,DW0022677,5018057,Dr,Anita,Hj,Van Den Biggelaar,Dr Anita Van Den Biggelaar,1-Jan-08,31-Dec-10,RGMS
458780,CIA,DW0022677,5018057,Dr,Anita,Hj,Van Den Biggelaar,Dr Anita Van Den Biggelaar,1-Jan-07,31-Dec-10,RGMS
519248,CIC,DW0022678,5018056,A/Pr,Corinna,,Van Den Heuvel,A/Pr Corinna Van Den Heuvel,1-Jan-08,31-Dec-10,RGMS
1044207,CIB,DW0022678,5018056,A/Pr,Corinna,,Van Den Heuvel,A/Pr Corinna Van Den Heuvel,1-Jan-13,31-Dec-15,RGMS
511123,CIC,DW0022679,5018060,A/Pr,Francois,M,Van Der Goot,A/Pr Francois Van Der Goot,1-Jan-08,31-Dec-10,RGMS
490020,CIA,DW0022681,RMIS3687645,Dr,Ingrid,,Van Der Mei,Dr Ingrid Van Der Mei,7-Jan-08,31-Dec-08,RMIS
1047180,CIB,DW0022681,5012243,Dr,Ingrid,,Van Der Mei,Dr Ingrid Van Der Mei,1-Jan-13,31-Dec-16,RGMS
544922,CIB,DW0022681,5012243,Dr,Ingrid,,Van Der Mei,Dr Ingrid Van Der Mei,1-Jan-09,31-Dec-13,RGMS
497220,CID,DW0022681,5012243,Dr,Ingrid,,Van Der Mei,Dr Ingrid Van Der Mei,1-Jan-08,31-Dec-10,RGMS
435713,CIA,DW0022681,5012243,Dr,Ingrid,,Van Der Mei,Dr Ingrid Van Der Mei,1-Jan-07,31-Dec-10,RGMS
485819,CIB,DW0022688,5018061,Prof,Ian,R,Van Driel,Prof Ian Van Driel,1-Jan-08,31-Dec-10,RGMS
508900,CIA,DW0022688,5018061,Prof,Ian,R,Van Driel,Prof Ian Van Driel,1-Jan-08,31-Dec-11,RGMS
509115,CIC,DW0022688,5018061,Prof,Ian,R,Van Driel,Prof Ian Van Driel,1-Jan-08,31-Dec-11,RGMS
124338,CIA,DW0022688,RMIS439972,Prof,Ian,R,Van Driel,Prof Ian Van Driel,6-Dec-00,31-Dec-02,RMIS
143622,CIA,DW0022688,RMIS439972,Prof,Ian,R,Van Driel,Prof Ian Van Driel,8-Jan-01,31-Dec-03,RMIS
1008617,CIB,DW0022688,5018061,Prof,Ian,R,Van Driel,Prof Ian Van Driel,1-Jan-11,31-Dec-13,RGMS
251657,CIB,DW0022688,RMIS439972,Prof,Ian,R,Van Driel,Prof Ian Van Driel,9-May-03,31-Dec-05,RMIS
329203,CIB,DW0022688,RMIS439972,Prof,Ian,R,Van Driel,Prof Ian Van Driel,11-Jan-05,31-Dec-07,RMIS
350280,CIB,DW0022688,RMIS439972,Prof,Ian,R,Van Driel,Prof Ian Van Driel,22-Dec-04,31-Dec-07,RMIS
400219,CIB,DW0022688,RMIS439972,Prof,Ian,R,Van Driel,Prof Ian Van Driel,18-Jan-06,31-Dec-08,RMIS
1024560,CIA,DW0022688,5018061,Prof,Ian,R,Van Driel,Prof Ian Van Driel,1-Jan-12,31-Dec-14,RGMS
183710,CIB,DW0022688,RMIS439972,Prof,Ian,R,Van Driel,Prof Ian Van Driel,11-Dec-01,31-Dec-04,RMIS
1005974,CIB,DW0022689,5018081,Prof,Dirk,Ferdinand,Van Helden,Prof Dirk Van Helden,1-Jan-11,1-Jul-14,RGMS
401252,CIA,DW0022689,5018081,Prof,Dirk,Ferdinand,Van Helden,Prof Dirk Van Helden,1-Jan-06,31-Dec-11,RGMS
1030761,CIA,DW0022689,5018081,Prof,Dirk,Ferdinand,Van Helden,Prof Dirk Van Helden,1-Jan-12,31-Dec-14,RGMS
970798,CIA,DW0022689,RMIS221392,Prof,Dirk,Ferdinand,Van Helden,Prof Dirk Van Helden,6-Dec-00,31-Dec-00,RMIS
141771,CIA,DW0022689,RMIS221392,Prof,Dirk,Ferdinand,Van Helden,Prof Dirk Van Helden,22-Feb-01,31-Dec-05,RMIS
141784,CIA,DW0022689,RMIS221392,Prof,Dirk,Ferdinand,Van Helden,Prof Dirk Van Helden,12-Jan-01,31-Dec-05,RMIS
300714,CIA,DW0022689,RMIS221392,Prof,Dirk,Ferdinand,Van Helden,Prof Dirk Van Helden,12-Jan-04,31-Dec-06,RMIS
455570,CIA,DW0022689,RMIS221392,Prof,Dirk,Ferdinand,Van Helden,Prof Dirk Van Helden,23-Apr-07,31-Dec-09,RMIS
455569,CIA,DW0022689,RMIS221392,Prof,Dirk,Ferdinand,Van Helden,Prof Dirk Van Helden,23-Apr-07,31-Dec-09,RMIS
401131,CIA,DW0022691,RMIS4003041,Dr,Marina,Theodora,Van Leeuwen,Dr Marina Van Leeuwen,15-Feb-06,31-Dec-09,RMIS
1012141,CIA,DW0022691,5020413,Dr,Marina,Theodora,Van Leeuwen,Dr Marina Van Leeuwen,24-Jan-12,22-Jan-20,RGMS
585539,CIA,DW0022697,5030460,Mr,Derrick,M,Van Rooyen,Mr Derrick Van Rooyen,1-Jan-10,31-Dec-12,RGMS
997520,CIA,DW0022701,RMIS706024,Dr,Edwina,H L F,Vance,Dr Edwina Vance,6-Dec-00,31-Dec-06,RMIS
1058746,CIB,DW0022702,5030529,Dr,Cassandra,Jane,Vandenberg,Dr Cassandra Vandenberg,1-Jan-14,31-Dec-16,RGMS
461274,CIA,DW0022702,5030529,Dr,Cassandra,Jane,Vandenberg,Dr Cassandra Vandenberg,1-Jan-07,31-Dec-11,RGMS
1006769,CIC,DW0022703,5018070,Dr,Benedicte,Marie-Laure,Vanwanseele,Dr Benedicte Vanwanseele,1-Jan-11,31-Dec-15,RGMS
511268,CIA,DW0022704,5018085,,Srinivas,,Varanasi,Srinivas Varanasi,1-Jan-08,31-Dec-11,RGMS
1009877,CIB,DW0022705,5020391,Dr,Tamara,,Varcoe,Dr Tamara Varcoe,1-Jan-11,31-Dec-13,RGMS
402425,CIB,DW0022707,RMIS3093520,Prof,Rohit,,Varma,Prof Rohit Varma,17-Jan-06,31-Dec-08,RMIS
153844,CIA,DW0022710,RMIS379893,Dr,Christopher,W,Vaughan,Dr Christopher Vaughan,8-Jan-01,31-Dec-03,RMIS
302156,CIA,DW0022710,RMIS379893,Dr,Christopher,W,Vaughan,Dr Christopher Vaughan,16-Dec-03,31-Dec-06,RMIS
402564,CIC,DW0022710,RMIS379893,Dr,Christopher,W,Vaughan,Dr Christopher Vaughan,17-Jan-06,31-Dec-08,RMIS
457563,CIA,DW0022710,RMIS379893,Dr,Christopher,W,Vaughan,Dr Christopher Vaughan,7-Feb-07,31-Dec-09,RMIS
1003097,CIA,DW0022710,5018086,Dr,Christopher,W,Vaughan,Dr Christopher Vaughan,1-Jan-11,30-Jun-14,RGMS
1002680,CIC,DW0022710,5018086,Dr,Christopher,W,Vaughan,Dr Christopher Vaughan,1-Jan-11,31-Dec-14,RGMS
632546,CIA,DW0022710,5018086,Dr,Christopher,W,Vaughan,Dr Christopher Vaughan,1-Jan-10,30-Jun-13,RGMS
512159,CIB,DW0022710,5018086,Dr,Christopher,W,Vaughan,Dr Christopher Vaughan,1-Jan-08,31-Dec-10,RGMS
980030,CIA,DW0022710,RMIS379893,Dr,Christopher,W,Vaughan,Dr Christopher Vaughan,6-Dec-00,31-Dec-00,RMIS
1048285,CIA,DW0022717,5023748,Dr,Elena,,Velkoska,Dr Elena Velkoska,1-Jan-13,31-Dec-15,RGMS
1024986,CID,DW0022719,5034866,A/Pr,Michael,John,Veness,A/Pr Michael Veness,1-Jan-12,31-Dec-14,RGMS
490006,CIC,DW0022720,RMIS217809,Prof,Alison,Jane,Venn,Prof Alison Venn,7-Jan-08,31-Dec-09,RMIS
544923,CIA,DW0022720,5012783,Prof,Alison,Jane,Venn,Prof Alison Venn,1-Jan-09,30-Jun-11,RGMS
544954,CIA,DW0022720,5012783,Prof,Alison,Jane,Venn,Prof Alison Venn,1-Jan-10,31-Dec-14,RGMS
606543,CID,DW0022720,5012783,Prof,Alison,Jane,Venn,Prof Alison Venn,1-Jan-10,31-Dec-14,RGMS
211316,CIB,DW0022720,RMIS217809,Prof,Alison,Jane,Venn,Prof Alison Venn,18-Dec-01,31-Dec-06,RMIS
253927,CIC,DW0022720,RMIS217809,Prof,Alison,Jane,Venn,Prof Alison Venn,2-Sep-03,1-Jan-05,RMIS
253927,CIA,DW0022720,RMIS217809,Prof,Alison,Jane,Venn,Prof Alison Venn,28-Jan-05,31-Dec-08,RMIS
403002,CIA,DW0022720,RMIS217809,Prof,Alison,Jane,Venn,Prof Alison Venn,18-Jan-06,31-Dec-06,RMIS
436797,CIF,DW0022720,RMIS217809,Prof,Alison,Jane,Venn,Prof Alison Venn,7-Feb-07,31-Dec-09,RMIS
1076899,CIA,DW0022720,5012783,Prof,Alison,Jane,Venn,Prof Alison Venn,1-Jun-14,31-May-19,RGMS
1059738,CIB,DW0022720,5012783,Prof,Alison,Jane,Venn,Prof Alison Venn,1-Sep-13,31-Aug-18,RGMS
1046681,CIF,DW0022720,5012783,Prof,Alison,Jane,Venn,Prof Alison Venn,1-Jan-13,31-Dec-17,RGMS
1008299,CIA,DW0022720,5012783,Prof,Alison,Jane,Venn,Prof Alison Venn,1-Jan-11,31-Dec-15,RGMS
1009295,CIB,DW0022722,5018091,A/Pr,Giuseppe,,Verdile,A/Pr Giuseppe Verdile,1-Jan-11,30-Jun-14,RGMS
1045507,CIA,DW0022722,5018091,A/Pr,Giuseppe,,Verdile,A/Pr Giuseppe Verdile,6-Jan-14,5-Jan-17,RGMS
426406,CIB,DW0022722,RMIS2311722,A/Pr,Giuseppe,,Verdile,A/Pr Giuseppe Verdile,28-Nov-07,31-Dec-09,RMIS
1047522,CIC,DW0022729,5042892,Dr,Jelena,,Vider,Dr Jelena Vider,1-Jan-13,31-Dec-15,RGMS
303299,CIA,DW0022730,RMIS2663061,,Charlie,,Viiala,Charlie Viiala,14-Jan-04,31-Dec-05,RMIS
358457,CIN,DW0022735,5018117,A/Pr,Frank,,Vincent,A/Pr Frank Vincent,1-Jan-05,31-Dec-10,RGMS
1060804,CIB,DW0022741,5030621,Prof,Bert,,Vogelstein,Prof Bert Vogelstein,1-Jan-14,31-Dec-16,RGMS
545943,CIC,DW0022741,5030621,Prof,Bert,,Vogelstein,Prof Bert Vogelstein,1-Jan-09,30-Sep-12,RGMS
519791,CIE,DW0022747,RMIS7171136,Dr,Rohan,R,Vora,Dr Rohan Vora,12-Nov-08,31-Dec-09,RMIS
456223,CIE,DW0022747,5018124,Dr,Rohan,R,Vora,Dr Rohan Vora,1-Jan-07,31-Dec-12,RGMS
1024739,CIE,DW0022749,5012185,Prof,Eric,Theo,Vos,Prof Eric Vos,1-Jan-12,31-Dec-15,RGMS
630441,CIB,DW0022749,5012185,Prof,Eric,Theo,Vos,Prof Eric Vos,1-Jan-10,31-Dec-13,RGMS
456002,CIH,DW0022749,5012185,Prof,Eric,Theo,Vos,Prof Eric Vos,1-Jan-07,31-Dec-12,RGMS
351558,CIA,DW0022749,5012185,Prof,Eric,Theo,Vos,Prof Eric Vos,1-Jan-05,31-Dec-10,RGMS
1041131,CID,DW0022749,5012185,Prof,Eric,Theo,Vos,Prof Eric Vos,1-Nov-12,22-May-13,RGMS
1055037,CIB,DW0022749,5012185,Prof,Eric,Theo,Vos,Prof Eric Vos,1-Oct-12,30-Sep-15,RGMS
301199,CIC,DW0022749,RMIS7043301,Prof,Eric,Theo,Vos,Prof Eric Vos,4-Dec-03,31-Dec-09,RMIS
156402,CIA,DW0022749,RMIS7043301,Prof,Eric,Theo,Vos,Prof Eric Vos,17-Jan-01,31-Dec-02,RMIS
1041020,CIG,DW0022749,5012185,Prof,Eric,Theo,Vos,Prof Eric Vos,1-Nov-12,31-Mar-13,RGMS
402939,CIA,DW0022763,RMIS4008359,Mrs,Catherine,M,Wade,Mrs Catherine Wade,21-Feb-06,31-Dec-09,RMIS
191214,CID,DW0022764,RMIS1162987,Prof,Derick,T,Wade,Prof Derick Wade,9-Apr-02,31-Dec-04,RMIS
1065491,CIH,DW0022766,5019343,Ms,Vicki,,Wade,Ms Vicki Wade,1-Jan-14,31-Dec-16,RGMS
585402,CIE,DW0022766,5019343,Ms,Vicki,,Wade,Ms Vicki Wade,1-Jan-10,31-Dec-13,RGMS
569239,CIE,DW0022767,5018134,A/Pr,Pathik,,Wadhwa,A/Pr Pathik Wadhwa,1-Jan-09,31-Dec-12,RGMS
631315,CIA,DW0022770,5030602,Dr,Michael,,Wagels,Dr Michael Wagels,1-Jan-10,31-Dec-12,RGMS
318950,CIB,DW0022777,RMIS2401147,Dr,Anthony,B,Waites,Dr Anthony Waites,3-Feb-05,31-Dec-07,RMIS
368650,CIA,DW0022777,RMIS2401147,Dr,Anthony,B,Waites,Dr Anthony Waites,22-Aug-06,31-Dec-06,RMIS
400121,CII,DW0022777,5030517,Dr,Anthony,B,Waites,Dr Anthony Waites,1-Jan-06,31-Dec-10,RGMS
113905,CIA,DW0022778,RMIS72560,Prof,Denis,,Wakefield,Prof Denis Wakefield,6-Dec-00,31-Dec-02,RMIS
1024723,CIC,DW0022778,5018150,Prof,Denis,,Wakefield,Prof Denis Wakefield,1-Jan-12,31-Dec-14,RGMS
1511,CIA,DW0022778,RMIS72560,Prof,Denis,,Wakefield,Prof Denis Wakefield,6-Dec-00,31-Dec-00,RMIS
630510,CIC,DW0022778,5018150,Prof,Denis,,Wakefield,Prof Denis Wakefield,1-Jan-10,31-Dec-14,RGMS
157052,CID,DW0022778,RMIS72560,Prof,Denis,,Wakefield,Prof Denis Wakefield,9-Jan-01,31-Dec-05,RMIS
209635,CIB,DW0022778,RMIS72560,Prof,Denis,,Wakefield,Prof Denis Wakefield,14-Dec-01,31-Dec-04,RMIS
350919,CIB,DW0022778,RMIS72560,Prof,Denis,,Wakefield,Prof Denis Wakefield,3-Feb-05,31-Dec-06,RMIS
455321,CIA,DW0022778,RMIS72560,Prof,Denis,,Wakefield,Prof Denis Wakefield,8-Feb-07,31-Dec-09,RMIS
1067749,CIC,DW0022778,5018150,Prof,Denis,,Wakefield,Prof Denis Wakefield,1-Jan-14,31-Dec-16,RGMS
113847,CIA,DW0022779,RMIS5974866,A/Pr,Laurence,Patrick George,Wakelin,A/Pr Laurence Wakelin,6-Dec-00,31-Dec-02,RMIS
157061,CIA,DW0022779,RMIS5974866,A/Pr,Laurence,Patrick George,Wakelin,A/Pr Laurence Wakelin,9-Jan-01,31-Dec-03,RMIS
436649,CIA,DW0022785,5018162,Prof,David,W,Walker,Prof David Walker,1-Jan-07,31-Dec-12,RGMS
1003517,CIB,DW0022785,5018162,Prof,David,W,Walker,Prof David Walker,1-Jan-11,30-Jun-14,RGMS
545925,CIB,DW0022785,5018162,Prof,David,W,Walker,Prof David Walker,1-Jan-09,23-Sep-10,RGMS
546005,CIE,DW0022785,5018162,Prof,David,W,Walker,Prof David Walker,1-Jan-09,31-Dec-11,RGMS
124344,CIA,DW0022785,RMIS59254,Prof,David,W,Walker,Prof David Walker,6-Dec-00,31-Dec-00,RMIS
143559,CIA,DW0022785,RMIS59254,Prof,David,W,Walker,Prof David Walker,8-Jan-01,31-Dec-05,RMIS
143503,CIB,DW0022785,RMIS59254,Prof,David,W,Walker,Prof David Walker,8-Jan-01,31-Dec-03,RMIS
143799,CIA,DW0022785,RMIS59254,Prof,David,W,Walker,Prof David Walker,9-Jan-01,31-Dec-06,RMIS
284239,CIB,DW0022785,RMIS59254,Prof,David,W,Walker,Prof David Walker,12-Dec-03,31-Dec-06,RMIS
334074,CIA,DW0022785,RMIS59254,Prof,David,W,Walker,Prof David Walker,22-Dec-04,31-Dec-07,RMIS
384167,CIA,DW0022785,RMIS59254,Prof,David,W,Walker,Prof David Walker,18-Jan-06,31-Dec-08,RMIS
436650,CIA,DW0022785,RMIS59254,Prof,David,W,Walker,Prof David Walker,7-Feb-07,31-Dec-09,RMIS
436721,CID,DW0022785,RMIS59254,Prof,David,W,Walker,Prof David Walker,7-Feb-07,31-Dec-09,RMIS
455527,CIB,DW0022785,RMIS59254,Prof,David,W,Walker,Prof David Walker,18-Jan-07,31-Dec-09,RMIS
1061291,CIA,DW0022785,5018162,Prof,David,W,Walker,Prof David Walker,1-Jan-14,31-Dec-16,RGMS
1047504,CIB,DW0022785,5018162,Prof,David,W,Walker,Prof David Walker,1-Jan-13,31-Dec-15,RGMS
1044846,CIB,DW0022785,5018162,Prof,David,W,Walker,Prof David Walker,1-Jan-13,31-Dec-15,RGMS
1044435,CIA,DW0022785,5018162,Prof,David,W,Walker,Prof David Walker,1-Jan-13,31-Dec-15,RGMS
1025626,CIB,DW0022785,5018162,Prof,David,W,Walker,Prof David Walker,1-Jan-12,31-Dec-14,RGMS
545925,CIA,DW0022785,5018162,Prof,David,W,Walker,Prof David Walker,24-Sep-10,31-Dec-11,RGMS
1045534,CIA,DW0022786,5018177,Dr,Graeme,J,Walker,Dr Graeme Walker,1-Jan-13,31-Dec-15,RGMS
552438,CIA,DW0022786,5018177,Dr,Graeme,J,Walker,Dr Graeme Walker,1-Jan-09,31-Dec-12,RGMS
219202,CIA,DW0022787,RMIS3045994,Prof,Judith,Helen,Walker,Prof Judith Walker,23-Jul-02,31-Dec-06,RMIS
1035246,CIA,DW0022787,5028242,Prof,Judith,Helen,Walker,Prof Judith Walker,1-Jan-12,31-Dec-14,RGMS
157080,CIA,DW0022788,RMIS74809,Dr,Judith,S,Walker,Dr Judith Walker,9-Jan-01,31-Dec-03,RMIS
467265,CIA,DW0022789,RMIS972405,Mrs,Leslie,Joanne,Walker,Mrs Leslie Walker,20-Feb-07,31-Dec-07,RMIS
252813,CIE,DW0022791,RMIS1116934,Prof,Philip,John,Walker,Prof Philip Walker,3-Mar-03,31-Dec-05,RMIS
351475,CIB,DW0022791,RMIS1116934,Prof,Philip,John,Walker,Prof Philip Walker,12-Jan-05,31-Dec-07,RMIS
1063476,CIC,DW0022791,5011884,Prof,Philip,John,Walker,Prof Philip Walker,1-Jan-14,31-Dec-18,RGMS
1022752,CIC,DW0022791,5011884,Prof,Philip,John,Walker,Prof Philip Walker,1-Jan-12,31-Dec-17,RGMS
1021416,CID,DW0022791,5011884,Prof,Philip,John,Walker,Prof Philip Walker,1-Jan-12,31-Dec-16,RGMS
1020955,CIB,DW0022791,5011884,Prof,Philip,John,Walker,Prof Philip Walker,1-Jan-12,31-Dec-14,RGMS
1003707,CIC,DW0022791,5011884,Prof,Philip,John,Walker,Prof Philip Walker,1-Jan-11,31-Dec-15,RGMS
540404,CID,DW0022791,5011884,Prof,Philip,John,Walker,Prof Philip Walker,1-Jan-09,31-Dec-13,RGMS
1000967,CIG,DW0022791,5011884,Prof,Philip,John,Walker,Prof Philip Walker,1-Oct-10,1-Oct-16,RGMS
219277,CID,DW0022792,RMIS224357,Prof,Rowan,Graham,Walker,Prof Rowan Walker,4-Dec-02,31-Dec-07,RMIS
1056717,CIC,DW0022792,5018171,Prof,Rowan,Graham,Walker,Prof Rowan Walker,1-Apr-13,31-Mar-16,RGMS
1061235,CID,DW0022792,5018171,Prof,Rowan,Graham,Walker,Prof Rowan Walker,1-Jan-14,31-Dec-16,RGMS
1055175,CIG,DW0022792,5018171,Prof,Rowan,Graham,Walker,Prof Rowan Walker,1-Oct-12,30-Sep-15,RGMS
631305,CIA,DW0022798,5030782,Ms,Angela,L,Wallace,Ms Angela Wallace,1-Jan-10,23-Jun-12,RGMS
455641,CID,DW0022800,5018173,Dr,Amy,Elizabeth,Waller,Dr Amy Waller,1-Jan-07,31-Dec-10,RGMS
455644,CIA,DW0022800,RMIS5077386,Dr,Amy,Elizabeth,Waller,Dr Amy Waller,17-Oct-07,31-Dec-09,RMIS
334178,CIA,DW0022801,RMIS3376208,Dr,Karena,L,Waller,Dr Karena Waller,14-Mar-05,31-Dec-08,RMIS
559027,CIA,DW0022815,5018183,Dr,Mark,,Waltham,Dr Mark Waltham,1-Jan-09,31-Dec-11,RGMS
502622,CIB,DW0022815,5018183,Dr,Mark,,Waltham,Dr Mark Waltham,1-Jan-08,31-Dec-10,RGMS
448305,CIB,DW0022815,RMIS576441,Dr,Mark,,Waltham,Dr Mark Waltham,5-Feb-07,31-Dec-09,RMIS
219170,CIG,DW0022815,RMIS576441,Dr,Mark,,Waltham,Dr Mark Waltham,20-Sep-01,31-Dec-06,RMIS
156712,CIA,DW0022815,RMIS576441,Dr,Mark,,Waltham,Dr Mark Waltham,8-Jan-01,31-Dec-03,RMIS
1009902,CIG,DW0022819,5023804,Dr,Handan,,Wand,Dr Handan Wand,1-Jan-11,31-Dec-14,RGMS
1060478,CIG,DW0022819,5023804,Dr,Handan,,Wand,Dr Handan Wand,1-May-14,30-Apr-18,RGMS
1032310,CID,DW0022819,5023804,Dr,Handan,,Wand,Dr Handan Wand,1-Jan-12,31-Dec-14,RGMS
1042474,CIB,DW0022821,5040243,Prof,Haiyan,,Wang,Prof Haiyan Wang,1-Jan-13,31-Dec-17,RGMS
514640,CIA,DW0022827,RMIS5568791,,Qing,,Wang,Qing Wang,18-Apr-08,31-Dec-09,RMIS
1050825,CIA,DW0022830,5043774,Prof,Shudong,,Wang,Prof Shudong Wang,1-Jan-13,31-Dec-15,RGMS
1056589,CIC,DW0022837,5029099,Prof,Xungai,,Wang,Prof Xungai Wang,1-Jan-13,31-Dec-14,RGMS
